Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
711,"Y Chen, C Bellavitis","Blockchain disruption and decentralized finance: The rise of decentralized business models",2020,"Journal of Business Venturing Insights","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352673419300824","https://scholar.google.com/scholar?cites=14699925670866060526&as_sdt=2005&sciodt=0,5&hl=en",39,"2024-07-30 23:13:48","","","","",,,,,711,177.75,356,2,4,"… In this article, we assess the benefits of decentralized finance, identify existing business … technology, decentralized finance may reshape the structure of modern finance and create a …","https://www.researchgate.net/profile/Yan-Chen-30/publication/337111343_Blockchain_Disruption_and_Decentralized_Finance_The_Rise_of_Decentralized_Business_Models/links/6078884c907dcf667ba12209/Blockchain-Disruption-and-Decentralized-Finance-The-Rise-of-Decentralized-Business-Models.pdf","https://scholar.google.com/scholar?q=related:7gSenIOgAMwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
25,"TA Xu, J Xu","A short survey on business models of decentralized finance (DeFi) protocols",2022,"… Conference on Financial Cryptography and Data …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-32415-4_13","https://scholar.google.com/scholar?cites=7511409508254281430&as_sdt=2005&sciodt=0,5&hl=en",40,"2024-07-30 23:13:48","","10.1007/978-3-031-32415-4_13","","",,,,,25,12.50,13,2,2,"… In this short survey paper, we describe the business models of various DeFi protocol types—… of different DeFi services business models. In this work, we will look into the main DeFi …","https://arxiv.org/pdf/2202.07742","https://scholar.google.com/scholar?q=related:1u78jSbjPWgJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
6,"K Marecki, A Wójcik-Czerniawska","Defi (decentralized finance) will Lead to a revolution in the world of financial services",2021,"Economy &Business Journal","ideas.repec.org","https://ideas.repec.org/a/isp/journl/v15y2021i1p284-290.html","https://scholar.google.com/scholar?cites=16972695487046242541&as_sdt=2005&sciodt=0,5&hl=en",41,"2024-07-30 23:13:48","","","","",,,,,6,2.00,3,2,3,"… DeFi mechanism and the overall issue of finance-technology and its impact on the world of traditional finance, … both the DeFi mechanism and the overall issue of finance-technology and …","","https://scholar.google.com/scholar?q=related:7VBEyp4gi-sJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
7,"C Russo","What is decentralized finance?: a deep dive by the defiant",2020,"CoinMarketCap: Alexandria","crypto365llc.com","https://www.crypto365llc.com/pages/projects/DeFi.pdf","https://scholar.google.com/scholar?cites=7895751041790268111&as_sdt=2005&sciodt=0,5&hl=en",42,"2024-07-30 23:13:48","PDF","","","",,,,,7,1.75,7,1,4,"… The term DeFi, short for decentralized finance, was born in an August 2018 Telegram chat between Ethereum … Henderson said DeFi worked well, as it ―comes out as DEFY.‖ …","https://www.crypto365llc.com/pages/projects/DeFi.pdf","https://scholar.google.com/scholar?q=related:z1LUML1Xk20J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"R Moro-Visconti, A Cesaretti","Decentralized Finance (DeFi)",2023,"… , NFTs, Decentralized Finance, and …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-42971-2_9","https://scholar.google.com/scholar?cites=3085264230942036269&as_sdt=2005&sciodt=0,5&hl=en",43,"2024-07-30 23:13:48","","10.1007/978-3-031-42971-2_9","","",,,,,1,1.00,1,2,1,"… provision in the decentralized finance space. They incentivize LPs to contribute assets to liquidity pools and participate in the growth and development of the DeFi ecosystem. However, …","","https://scholar.google.com/scholar?q=related:LdGEu3gP0SoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
40,"I Salami","Challenges and approaches to regulating decentralized finance",2021,"","cambridge.org","https://www.cambridge.org/core/journals/american-journal-of-international-law/article/challenges-and-approaches-to-regulating-decentralized-finance/1FC6B3EF8DEE460EF534A1F0A5E9DC72","https://scholar.google.com/scholar?cites=17319102369775060552&as_sdt=2005&sciodt=0,5&hl=en",44,"2024-07-30 23:13:48","","","","",,,,,40,13.33,40,1,3,"… Decentralized finance (DeFi) is an ecosystem of financial applications that are built on top of blockchain networks. DeFi … As a result, DeFi is available to everyone with reliable access to …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1FC6B3EF8DEE460EF534A1F0A5E9DC72/S2398772321000660a.pdf/challenges_and_approaches_to_regulating_decentralized_finance.pdf","https://scholar.google.com/scholar?q=related:SIYRQ9jPWfAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
20,"SS Smith","Decentralized Finance & Accounting-Implications, Considerations, and Opportunities for Development.",2021,"International Journal of Digital Accounting Research","uhu.es","https://www.uhu.es/ijdar/10.4192/1577-8517-v21_5.pdf","https://scholar.google.com/scholar?cites=15755846931191504750&as_sdt=2005&sciodt=0,5&hl=en",45,"2024-07-30 23:13:48","PDF","10.4192/1577-8517-v21_5","","",,,,,20,6.67,20,1,3,"… Specifically, decentralized finance (DeFi) seems to represent … the potential for truly decentralized finance What this paper … , and explain the mechanics of DeFi as they connect to both …","https://www.uhu.es/ijdar/10.4192/1577-8517-v21_5.pdf","https://scholar.google.com/scholar?q=related:bh8ZTU4DqNoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
92,"Y Chen, C Bellavitis","Decentralized finance: Blockchain technology and the quest for an open financial system",2019,"Stevens Institute of Technology School of …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3418557","https://scholar.google.com/scholar?cites=10224915834272394283&as_sdt=2005&sciodt=0,5&hl=en",46,"2024-07-30 23:13:48","","","","",,,,,92,18.40,46,2,5,"… In this article, we assess the benefits of decentralized finance, identify existing business … technology, decentralized finance may reshape the structure of modern finance and create a …","https://www.researchgate.net/profile/Yan-Chen-30/publication/334658377_Decentralized_Finance_Blockchain_Technology_and_the_Quest_for_an_Open_Financial_System/links/6526dbd082fd2a6bab872831/Decentralized-Finance-Blockchain-Technology-and-the-Quest-for-an-Open-Financial-System.pdf","https://scholar.google.com/scholar?q=related:K6wSAMcy5o0J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
5,"A Alamsyah, GNW Kusuma, DP Ramadhani","A Review on Decentralized Finance Ecosystems",2024,"Future Internet","mdpi.com","https://www.mdpi.com/1999-5903/16/3/76","https://scholar.google.com/scholar?cites=166313750812485116&as_sdt=2005&sciodt=0,5&hl=en",47,"2024-07-30 23:13:48","HTML","","","",,,,,5,5.00,2,3,1,"… technology with decentralized characteristics has become increasingly significant in finance; we call this “decentralized finance” (DeFi). As of January 2023, the DeFi crypto market …","https://www.mdpi.com/1999-5903/16/3/76","https://scholar.google.com/scholar?q=related:_OVwpnndTgIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
10,"F Bekemeier","Deceptive assurance? a conceptual view on systemic risk in decentralized finance (DeFi)",2021,"Proceedings of the 2021 4th International Conference …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3510487.3510499","https://scholar.google.com/scholar?cites=18220781156385917269&as_sdt=2005&sciodt=0,5&hl=en",48,"2024-07-30 23:13:48","","10.1145/3510487.3510499","","",,,,,10,3.33,10,1,3,"… The Decentralized Finance (DeFi) ecosystem has recently been touted as a potential … dimensions in relation to DeFi. This paper addresses systemic risk in DeFi, presenting the first …","https://dl.acm.org/doi/pdf/10.1145/3510487.3510499","https://scholar.google.com/scholar?q=related:VYmDhOw33fwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
152,"L Gudgeon, D Perez, D Harz, B Livshits, ...","The decentralized financial crisis",2020,"2020 crypto valley …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9150192/","https://scholar.google.com/scholar?cites=13787811864027282852&as_sdt=2005&sciodt=0,5&hl=en",49,"2024-07-30 23:13:48","","","","",,,,,152,38.00,30,5,4,"… of Decentralized Finance This section provides a definition of DeFi, describes the composability property of DeFi … DeFi is an emergent field, with over 702m USD of total value locked in …","https://arxiv.org/pdf/2002.08099","https://scholar.google.com/scholar?q=related:pD1D4dYlWL8J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
15,"D Bennett, E Mekelburg, TH Williams","BeFi meets DeFi: A behavioral finance approach to decentralized finance asset pricing",2023,"… International Business and Finance","Elsevier","https://www.sciencedirect.com/science/article/pii/S027553192300065X","https://scholar.google.com/scholar?cites=14682027601514428476&as_sdt=2005&sciodt=0,5&hl=en",50,"2024-07-30 23:13:48","HTML","","","",,,,,15,15.00,5,3,1,"… exchanges (DEXs), non-fungible tokens (NFTs), decentralized … and enabled through Decentralized Finance (DeFi). As of this … DeFi is aggressively growing and carries with it immense …","https://www.sciencedirect.com/science/article/pii/S027553192300065X","https://scholar.google.com/scholar?q=related:PHi_mlAKwcsJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"C Friesendorf, A Blütener","Decentralized Finance (DeFi)",2023,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-031-37488-3.pdf","https://scholar.google.com/scholar?cites=1673131336872832544&as_sdt=2005&sciodt=0,5&hl=en",51,"2024-07-30 23:13:48","","10.1007/978-3-031-37488-3","","",,,,,3,3.00,2,2,1,"… decentralized finance over centralized finance, as well as demonstrate potential real-world use cases that can be applied to decentralized finance. … finance with decentralized finance. It …","","https://scholar.google.com/scholar?q=related:IC7hFBYoOBcJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"A Patel","Decentralized Finance (DeFi)-Innovations and Challenges: Exploring innovations and challenges in decentralized finance (DeFi)",2022,"Blockchain Technology and Distributed Systems","thesciencebrigade.com","https://thesciencebrigade.com/btds/article/view/150","https://scholar.google.com/scholar?cites=11369981930478069992&as_sdt=2005&sciodt=0,5&hl=en",52,"2024-07-30 23:13:48","","","","",,,,,2,1.00,2,1,2,"… The research examines the key technologies underpinning DeFi, such as … DeFi projects and platforms, this paper highlights the benefits and limitations of decentralized finance …","https://thesciencebrigade.com/btds/article/download/150/152","https://scholar.google.com/scholar?q=related:6GjBNFNKyp0J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
32,"M Brennecke, T Guggenberger, B Schellinger, ...","The de-central bank in decentralized finance: A case study of MakerDAO",2022,"","aisel.aisnet.org","https://aisel.aisnet.org/hicss-55/os/blockchain/10/","https://scholar.google.com/scholar?cites=589552167422320954&as_sdt=2005&sciodt=0,5&hl=en",53,"2024-07-30 23:13:48","","","","",,,,,32,16.00,8,4,2,"… Countless decentralized finance (DeFi) applications of the … in these areas, Decentralized Autonomous Organizations (… analysis of the MakerDAO, a DAO in DeFi. In doing so, we use a …","https://scholarspace.manoa.hawaii.edu/bitstreams/6cdd43ad-91a2-45e2-8e65-7fe4e6b72b8b/download","https://scholar.google.com/scholar?q=related:OuHEm5KCLggJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
10,"E Jiang, B Qin, Q Wang, Z Wang, Q Wu, J Weng, ...","Decentralized finance (DeFi): A survey",2023,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2308.05282","https://scholar.google.com/scholar?cites=5776287083659566162&as_sdt=2005&sciodt=0,5&hl=en",54,"2024-07-30 23:13:48","","","","",,,,,10,10.00,1,7,1,"… We present detailed constructions of DeFi protocols within each category, along with their operational mechanisms. • We discuss the security of DeFi applications from two pillars: …","https://arxiv.org/pdf/2308.05282","https://scholar.google.com/scholar?q=related:Upw0nn9-KVAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
6,"T Puschmann, M Huang-Sui","A taxonomy for decentralized finance",2024,"International Review of Financial Analysis","Elsevier","https://www.sciencedirect.com/science/article/pii/S1057521924000152","https://scholar.google.com/scholar?cites=3056600026657736618&as_sdt=2005&sciodt=0,5&hl=en",55,"2024-07-30 23:13:48","HTML","","","",,,,,6,6.00,3,2,1,"… Decentralized Finance (‘DeFi’) has gained tremendous … the taxonomy to 278 DeFi start-ups reveals that most of the DeFi start-ups … decentralized governance approaches (3.3%), provide …","https://www.sciencedirect.com/science/article/pii/S1057521924000152","https://scholar.google.com/scholar?q=related:qkdimYc5ayoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"K Gogol, C Killer, M Schlosser, T Bocek, B Stiller, ...","SoK: Decentralized Finance (DeFi)--Fundamentals, Taxonomy and Risks",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2404.11281","https://scholar.google.com/scholar?cites=4298095470647973257&as_sdt=2005&sciodt=0,5&hl=en",56,"2024-07-30 23:13:48","","","","",,,,,2,2.00,0,6,1,"… Given its novel applications and sophisticated designs, the distinction between DeFi … major categories of DeFi protocols that cover over 90% of total value locked (TVL) in DeFi. It …","https://arxiv.org/pdf/2404.11281","https://scholar.google.com/scholar?q=related:iRWw6g7npTsJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
8,"T Weingärtner, F Fasser, P Reis Sá da Costa, ...","Deciphering DeFi: A Comprehensive Analysis and Visualization of Risks in Decentralized Finance",2023,"Journal of risk and …","mdpi.com","https://www.mdpi.com/1911-8074/16/10/454","https://scholar.google.com/scholar?cites=15966863589274600810&as_sdt=2005&sciodt=0,5&hl=en",57,"2024-07-30 23:13:48","HTML","","","",,,,,8,8.00,2,4,1,"… The emergence of decentralized finance (DeFi) has brought … with DeFi to those of traditional finance. We will focus on systematic and unsystematic risks, which are often used in finance …","https://www.mdpi.com/1911-8074/16/10/454","https://scholar.google.com/scholar?q=related:asXUn9axld0J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
17,"J Piñeiro-Chousa, A Šević, I González-López","Impact of social metrics in decentralized finance",2023,"Journal of Business …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0148296323000310","https://scholar.google.com/scholar?cites=12688333219092316072&as_sdt=2005&sciodt=0,5&hl=en",58,"2024-07-30 23:13:48","HTML","","","",,,,,17,17.00,6,3,1,"In our study, we have evaluated the impact of tweets, social indicators, uncertainty, and attention indices on the selected variables calculated from a pool of 51 decentralised finance …","https://www.sciencedirect.com/science/article/pii/S0148296323000310","https://scholar.google.com/scholar?q=related:qD_JS9YDFrAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
19,"VS Anoop, J Goldston","Decentralized finance to hybrid finance through blockchain: a case-study of acala and current",2022,"Journal of Banking and Financial Technology","Springer","https://link.springer.com/article/10.1007/s42786-022-00041-0","https://scholar.google.com/scholar?cites=14392197866278375466&as_sdt=2005&sciodt=0,5&hl=en",59,"2024-07-30 23:13:48","","10.1007/s42786-022-00041-0","","",,,,,19,9.50,10,2,2,"… , a decentralized finance platform built … Finance. The major objective of this study is to understand and appreciate the relevance of blockchain technology for enabling a hybrid finance …","","https://scholar.google.com/scholar?q=related:KlCozLRbu8cJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
45,"NS Uzougbo, CG Ikegwu, ...","Regulatory frameworks for decentralized finance (DEFI): challenges and opportunities",2024,"GSC Advanced Research …","gsconlinepress.com","https://gsconlinepress.com/journals/gscarr/content/regulatory-frameworks-decentralized-finance-defi-challenges-and-opportunities","https://scholar.google.com/scholar?cites=15361811425547399222&as_sdt=2005&sciodt=0,5&hl=en",60,"2024-07-30 23:13:48","","","","",,,,,45,45.00,15,3,1,"… Decentralized Finance (DeFi) has emerged as a disruptive force in the financial industry, … , decentralized exchanges, and lending protocols. However, the regulatory landscape for DeFi …","https://gsconlinepress.com/journals/gscarr/sites/default/files/GSCARR-2024-0170.pdf","https://scholar.google.com/scholar?q=related:NjBK5hkeMNUJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
